name,visibility,description,WKT
"пер. Бадорку Северный","false","<table class=""westra_passes""><tr><th colspan='2'><h2><font color='#cc0000'>пер. Бадорку Северный</font></h2></th></tr><tr><th>Другие названия</th><td>Бодорку Северный</td></tr><tr><th>Категория сложности</th><td>2Б</td></tr><tr><th>Высота</th><td>4000</td></tr><tr><th>Характер склонов</th><td></td></tr><tr><th>Соединяет</th><td></td></tr><tr><th>Координаты WGS84</th><td>43&deg;&nbsp;&nbsp;&nbsp;9'&nbsp;22.32'' N<br />42&deg;&nbsp;55'&nbsp;55.41'' E</td></tr><tr><th>Описаний</th><td>7, в т.ч. 6 технических, 5 с фото</td></tr><tr><th>Номер</th><td>15494</td></tr></table><br /><b class=""westra_passes""><a href='https://westra.ru/passes/Passes/15494'>Посмотреть подробнее в Каталоге</a></b>","POINT Z (42.932058333333 43.1562 0)"
"пер. Бартуй С.","false","<table class=""westra_passes""><tr><th colspan='2'><h2><font color='#cc0000'>пер. Бартуй С.</font></h2></th></tr><tr><th>Категория сложности</th><td>2Б</td></tr><tr><th>Высота</th><td>3500</td></tr><tr><th>Характер склонов</th><td>сн-лд</td></tr><tr><th>Соединяет</th><td>лед.Бартуй - лед.Киртишо</td></tr><tr><th>Координаты WGS84</th><td>42&deg;&nbsp;49'&nbsp;59.09'' N<br />43&deg;&nbsp;36'&nbsp;37.22'' E</td></tr><tr><th>Описаний</th><td>4 технических</td></tr><tr><th>Номер</th><td>3778</td></tr></table><br /><b class=""westra_passes""><a href='https://westra.ru/passes/Passes/3778'>Посмотреть подробнее в Каталоге</a></b>","POINT Z (43.61034 42.83308 0)"
"пер. Башкара","false","<table class=""westra_passes""><tr><th colspan='2'><h2><font color='#cc0000'>пер. Башкара</font></h2></th></tr><tr><th>Категория сложности</th><td>2Б*</td></tr><tr><th>Высота</th><td>3550</td></tr><tr><th>Характер склонов</th><td>лд-ск</td></tr><tr><th>Соединяет</th><td>лед.Башкара - Джанту-ганское плато. Между в.Джантуган и в.Башкара</td></tr><tr><th>Координаты WGS84</th><td>43&deg;&nbsp;10'&nbsp;53.04'' N<br />42&deg;&nbsp;44'&nbsp;38.65'' E</td></tr><tr><th>Номер</th><td>313</td></tr></table><br /><b class=""westra_passes""><a href='https://westra.ru/passes/Passes/313'>Посмотреть подробнее в Каталоге</a></b>","POINT Z (42.74407 43.1814 0)"
"пер. Бетала Калмыкова","false","<table class=""westra_passes""><tr><th colspan='2'><h2><font color='#cc0000'>пер. Бетала Калмыкова</font></h2></th></tr><tr><th>Другие названия</th><td>Бетала Калмыкова Южный</td></tr><tr><th>Категория сложности</th><td>2Б</td></tr><tr><th>Высота</th><td>3700</td></tr><tr><th>Характер склонов</th><td>лд-ск</td></tr><tr><th>Соединяет</th><td>ледн.Гидан (ледн.№440), ЛП р.Укю (р.Думала, р.Черек Безенгийский) - ледн.Укю, р.Укю (р.Думала, р.Черек Безенгийский)</td></tr><tr><th>Координаты WGS84</th><td>43&deg;&nbsp;&nbsp;&nbsp;6'&nbsp;&nbsp;&nbsp;9.3'' N<br />43&deg;&nbsp;13'&nbsp;21.48'' E</td></tr><tr><th>Описаний</th><td>5 технических,  с фото</td></tr><tr><th>Номер</th><td>101</td></tr></table><br /><b class=""westra_passes""><a href='https://westra.ru/passes/Passes/101'>Посмотреть подробнее в Каталоге</a></b>","POINT Z (43.222633333333 43.102583333333 0)"
"пер. Бжедух","false","<table class=""westra_passes""><tr><th colspan='2'><h2><font color='#cc0000'>пер. Бжедух</font></h2></th></tr><tr><th>Категория сложности</th><td>2Б</td></tr><tr><th>Высота</th><td>3480</td></tr><tr><th>Характер склонов</th><td>сн-ск-ос</td></tr><tr><th>Соединяет</th><td>лед.Кашкаташ -лед.Бжедух</td></tr><tr><th>Координаты WGS84</th><td>43&deg;&nbsp;11'&nbsp;&nbsp;&nbsp;0.59'' N<br />42&deg;&nbsp;41'&nbsp;&nbsp;&nbsp;9.87'' E</td></tr><tr><th>Описаний</th><td>6, в т.ч. 6 технических, 5 с фото</td></tr><tr><th>Номер</th><td>3693</td></tr></table><br /><b class=""westra_passes""><a href='https://westra.ru/passes/Passes/3693'>Посмотреть подробнее в Каталоге</a></b>","POINT Z (42.686075 43.183497222222 0)"
"пер. Бивачный","false","<table class=""westra_passes""><tr><th colspan='2'><h2><font color='#cc0000'>пер. Бивачный</font></h2></th></tr><tr><th>Категория сложности</th><td>2Б*</td></tr><tr><th>Высота</th><td>3920</td></tr><tr><th>Характер склонов</th><td>лд-ск</td></tr><tr><th>Соединяет</th><td>лед.Ахсу (лед.Шхельды) - лед.Ю. Шхельдинский</td></tr><tr><th>Координаты WGS84</th><td>43&deg;&nbsp;&nbsp;&nbsp;9'&nbsp;51.16'' N<br />42&deg;&nbsp;36'&nbsp;28.12'' E</td></tr><tr><th>Описаний</th><td>4, в т.ч. 4 технических, 1 с фото</td></tr><tr><th>Номер</th><td>304</td></tr></table><br /><b class=""westra_passes""><a href='https://westra.ru/passes/Passes/304'>Посмотреть подробнее в Каталоге</a></b>","POINT Z (42.60781 43.16421 0)"
"пер. Бу-Ельген","false","<table class=""westra_passes""><tr><th colspan='2'><h2><font color='#cc0000'>пер. Бу-Ельген</font></h2></th></tr><tr><th>Другие названия</th><td>Бу-Ульген</td></tr><tr><th>Категория сложности</th><td>2Б</td></tr><tr><th>Высота</th><td>3400</td></tr><tr><th>Характер склонов</th><td>лд-ск-сн</td></tr><tr><th>Соединяет</th><td>ледн.Бу-Ельген, р.Бу-Ельген - р.Хецквара</td></tr><tr><th>Координаты WGS84</th><td>43&deg;&nbsp;13'&nbsp;15.83'' N<br />41&deg;&nbsp;46'&nbsp;51.16'' E</td></tr><tr><th>Описаний</th><td>1 техническое,  с фото</td></tr><tr><th>Номер</th><td>3496</td></tr></table><br /><b class=""westra_passes""><a href='https://westra.ru/passes/Passes/3496'>Посмотреть подробнее в Каталоге</a></b>","POINT Z (41.780877777778 43.221063888889 0)"
"пер. Бу-Ельген - Птыш Южн.","false","<table class=""westra_passes""><tr><th colspan='2'><h2><font color='#cc0000'>пер. Бу-Ельген - Птыш Южн.</font></h2></th></tr><tr><th>Категория сложности</th><td>2Б*</td></tr><tr><th>Высота</th><td>3350</td></tr><tr><th>Характер склонов</th><td>сн-ск-лд</td></tr><tr><th>Соединяет</th><td>ледн.Бу-Ельген, р.Бу-Ельген - р.Птыш Южн.</td></tr><tr><th>Координаты WGS84</th><td>43&deg;&nbsp;13'&nbsp;&nbsp;&nbsp;9.08'' N<br />41&deg;&nbsp;46'&nbsp;34.16'' E</td></tr><tr><th>Номер</th><td>3495</td></tr></table><br /><b class=""westra_passes""><a href='https://westra.ru/passes/Passes/3495'>Посмотреть подробнее в Каталоге</a></b>","POINT Z (41.776155555556 43.219188888889 0)"
"пер. Бурджула Сев.","false","<table class=""westra_passes""><tr><th colspan='2'><h2><font color='#cc0000'>пер. Бурджула Сев.</font></h2></th></tr><tr><th>Категория сложности</th><td>2Б</td></tr><tr><th>Высота</th><td>4000</td></tr><tr><th>Характер склонов</th><td>сн-лд</td></tr><tr><th>Соединяет</th><td>Караугомское плато - Верхн.плато лед.З.Караугом - лед. Бурджула</td></tr><tr><th>Координаты WGS84</th><td>42&deg;&nbsp;47'&nbsp;17.7'' N<br />43&deg;&nbsp;41'&nbsp;21.41'' E</td></tr><tr><th>Описаний</th><td>3 технических</td></tr><tr><th>Номер</th><td>3884</td></tr></table><br /><b class=""westra_passes""><a href='https://westra.ru/passes/Passes/3884'>Посмотреть подробнее в Каталоге</a></b>","POINT Z (43.68928 42.78825 0)"
"пер. Бурджула Южн.","false","<table class=""westra_passes""><tr><th colspan='2'><h2><font color='#cc0000'>пер. Бурджула Южн.</font></h2></th></tr><tr><th>Категория сложности</th><td>2Б</td></tr><tr><th>Высота</th><td>3949</td></tr><tr><th>Характер склонов</th><td>сн-лд</td></tr><tr><th>Соединяет</th><td>Караугомское плато - Верхн.плато лед.Бокос - лед. Бурджула</td></tr><tr><th>Координаты WGS84</th><td>42&deg;&nbsp;46'&nbsp;39'' N<br />43&deg;&nbsp;41'&nbsp;46'' E</td></tr><tr><th>Описаний</th><td>4, в т.ч. 4 технических, 1 с фото</td></tr><tr><th>Номер</th><td>3885</td></tr></table><br /><b class=""westra_passes""><a href='https://westra.ru/passes/Passes/3885'>Посмотреть подробнее в Каталоге</a></b>","POINT Z (43.696111111111 42.7775 0)"
"пер. Буревестник Цейский","false","<table class=""westra_passes""><tr><th colspan='2'><h2><font color='#cc0000'>пер. Буревестник Цейский</font></h2></th></tr><tr><th>Категория сложности</th><td>2Б</td></tr><tr><th>Высота</th><td>3650</td></tr><tr><th>Характер склонов</th><td>сн-лд-ск</td></tr><tr><th>Соединяет</th><td>ледн.Донисарцете Зап., р.Даргомдон (р.Сонгутидон, р.Айгамугодон) - р.Цейдон</td></tr><tr><th>Координаты WGS84</th><td>42&deg;&nbsp;48'&nbsp;41.58'' N<br />43&deg;&nbsp;53'&nbsp;&nbsp;&nbsp;2.44'' E</td></tr><tr><th>Номер</th><td>16120</td></tr></table><br /><b class=""westra_passes""><a href='https://westra.ru/passes/Passes/16120'>Посмотреть подробнее в Каталоге</a></b>","POINT Z (43.88401 42.81155 0)"
"пер. Вагичу","false","<table class=""westra_passes""><tr><th colspan='2'><h2><font color='#cc0000'>пер. Вагичу</font></h2></th></tr><tr><th>Категория сложности</th><td>2Б</td></tr><tr><th>Высота</th><td>3800</td></tr><tr><th>Характер склонов</th><td>ск-сн-лд</td></tr><tr><th>Соединяет</th><td>р.Шатилисцкали (р.Аргун) - ледн.Вагичу Вост., р.Вагичу (р.Мешехи, р.Аргун)</td></tr><tr><th>Координаты WGS84</th><td>42&deg;&nbsp;42'&nbsp;39.73'' N<br />45&deg;&nbsp;&nbsp;&nbsp;5'&nbsp;16.94'' E</td></tr><tr><th>Номер</th><td>2390</td></tr></table><br /><b class=""westra_passes""><a href='https://westra.ru/passes/Passes/2390'>Посмотреть подробнее в Каталоге</a></b>","POINT Z (45.08804 42.711035 0)"
"пер. Вадик","false","<table class=""westra_passes""><tr><th colspan='2'><h2><font color='#cc0000'>пер. Вадик</font></h2></th></tr><tr><th>Категория сложности</th><td>2Б</td></tr><tr><th>Высота</th><td>3700</td></tr><tr><th>Характер склонов</th><td>лед</td></tr><tr><th>Соединяет</th><td>В северном отроге ГКХ, соединяет западную и восточную ветви лед. Бартуй. </td></tr><tr><th>Координаты WGS84</th><td>42&deg;&nbsp;49'&nbsp;10.09'' N<br />43&deg;&nbsp;37'&nbsp;25.37'' E</td></tr><tr><th>Описаний</th><td>1 техническое,  с фото</td></tr><tr><th>Номер</th><td>16071</td></tr></table><br /><b class=""westra_passes""><a href='https://westra.ru/passes/Passes/16071'>Посмотреть подробнее в Каталоге</a></b>","POINT Z (43.623713333333 42.81947 0)"
"пер. Вахушти-1","false","<table class=""westra_passes""><tr><th colspan='2'><h2><font color='#cc0000'>пер. Вахушти-1</font></h2></th></tr><tr><th>Другие названия</th><td>Ингури</td></tr><tr><th>Категория сложности</th><td>2Б*</td></tr><tr><th>Высота</th><td>3800</td></tr><tr><th>Характер склонов</th><td>сн-лд</td></tr><tr><th>Соединяет</th><td>ледн.Айлама Южн., р.Корелдаш (р.Цхенисцкали) - ледн.Нуам-Куан Южн., р.Ингури</td></tr><tr><th>Координаты WGS84</th><td>42&deg;&nbsp;57'&nbsp;30.4'' N<br />43&deg;&nbsp;&nbsp;&nbsp;8'&nbsp;35.73'' E</td></tr><tr><th>Номер</th><td>3753</td></tr></table><br /><b class=""westra_passes""><a href='https://westra.ru/passes/Passes/3753'>Посмотреть подробнее в Каталоге</a></b>","POINT Z (43.14325833333299 42.958444444444 0)"
"пер. ВДВ","false","<table class=""westra_passes""><tr><th colspan='2'><h2><font color='#cc0000'>пер. ВДВ</font></h2></th></tr><tr><th>Категория сложности</th><td>2Б</td></tr><tr><th>Высота</th><td>3795</td></tr><tr><th>Характер склонов</th><td>сн-лд</td></tr><tr><th>Соединяет</th><td>ледн.Галдор Сев. (Хазны Южн.) - ледн.Хазны, р.Хазныдон</td></tr><tr><th>Координаты WGS84</th><td>42&deg;&nbsp;57'&nbsp;24.54'' N<br />43&deg;&nbsp;31'&nbsp;54.9'' E</td></tr><tr><th>Описаний</th><td>1 техническое,  с фото</td></tr><tr><th>Номер</th><td>14730</td></tr></table><br /><b class=""westra_passes""><a href='https://westra.ru/passes/Passes/14730'>Посмотреть подробнее в Каталоге</a></b>","POINT Z (43.531916666667 42.956816666667 0)"
"пер. Верблюд","false","<table class=""westra_passes""><tr><th colspan='2'><h2><font color='#cc0000'>пер. Верблюд</font></h2></th></tr><tr><th>Категория сложности</th><td>2Б</td></tr><tr><th>Высота</th><td>2650</td></tr><tr><th>Характер склонов</th><td>ск-сн-ос</td></tr><tr><th>Соединяет</th><td>р.Киша (Китайка) - лев.приток р.Лаура (р.Мзымта)</td></tr><tr><th>Координаты WGS84</th><td>43&deg;&nbsp;46'&nbsp;21.2'' N<br />40&deg;&nbsp;20'&nbsp;58.99'' E</td></tr><tr><th>Описаний</th><td>1 с фото</td></tr><tr><th>Номер</th><td>7345</td></tr></table><br /><b class=""westra_passes""><a href='https://westra.ru/passes/Passes/7345'>Посмотреть подробнее в Каталоге</a></b>","POINT Z (40.349720833333 43.772555555556 0)"
"пер. Верчинин","false","<table class=""westra_passes""><tr><th colspan='2'><h2><font color='#cc0000'>пер. Верчинин</font></h2></th></tr><tr><th>Категория сложности</th><td>2Б</td></tr><tr><th>Высота</th><td>3375</td></tr><tr><th>Характер склонов</th><td></td></tr><tr><th>Соединяет</th><td>оз. Мал – ущ. Курбан-Дюзи</td></tr><tr><th>Координаты WGS84</th><td>40&deg;&nbsp;41'&nbsp;40.64'' N<br />40&deg;&nbsp;56'&nbsp;&nbsp;&nbsp;9.38'' E</td></tr><tr><th>Номер</th><td>13674</td></tr></table><br /><b class=""westra_passes""><a href='https://westra.ru/passes/Passes/13674'>Посмотреть подробнее в Каталоге</a></b>","POINT Z (40.935939 40.694622 0)"
"пер. Волга","false","<table class=""westra_passes""><tr><th colspan='2'><h2><font color='#cc0000'>пер. Волга</font></h2></th></tr><tr><th>Другие названия</th><td>Узловой</td></tr><tr><th>Категория сложности</th><td>2Б</td></tr><tr><th>Высота</th><td>3700</td></tr><tr><th>Характер склонов</th><td>сн-лд-ск</td></tr><tr><th>Соединяет</th><td>ледн.Махис, р.Чурочочдоохи (р.Асса) - р.Шатилисцкали (р.Аргун)</td></tr><tr><th>Координаты WGS84</th><td>42&deg;&nbsp;41'&nbsp;55.65'' N<br />45&deg;&nbsp;&nbsp;&nbsp;4'&nbsp;&nbsp;&nbsp;4.87'' E</td></tr><tr><th>Номер</th><td>2382</td></tr></table><br /><b class=""westra_passes""><a href='https://westra.ru/passes/Passes/2382'>Посмотреть подробнее в Каталоге</a></b>","POINT Z (45.06802 42.698791666667 0)"
"пер. Воробьевский","false","<table class=""westra_passes""><tr><th colspan='2'><h2><font color='#cc0000'>пер. Воробьевский</font></h2></th></tr><tr><th>Категория сложности</th><td>2Б</td></tr><tr><th>Высота</th><td>4000</td></tr><tr><th>Характер склонов</th><td>сн-лд</td></tr><tr><th>Соединяет</th><td>лед. Уилпатинский - лед. С.Цей</td></tr><tr><th>Координаты WGS84</th><td>42&deg;&nbsp;46'&nbsp;33.82'' N<br />43&deg;&nbsp;48'&nbsp;44.32'' E</td></tr><tr><th>Описаний</th><td>4, в т.ч. 3 технических, 1 с фото</td></tr><tr><th>Номер</th><td>3896</td></tr></table><br /><b class=""westra_passes""><a href='https://westra.ru/passes/Passes/3896'>Посмотреть подробнее в Каталоге</a></b>","POINT Z (43.81231 42.77606 0)"
"пер. Высоцкого","false","<table class=""westra_passes""><tr><th colspan='2'><h2><font color='#cc0000'>пер. Высоцкого</font></h2></th></tr><tr><th>Категория сложности</th><td>2Б</td></tr><tr><th>Высота</th><td>3720</td></tr><tr><th>Характер склонов</th><td>ск-сн-лд</td></tr><tr><th>Соединяет</th><td>р.Ковгра (р.Асса) - р.Миткурисхорхи (р.Шатилисцкали, р.Аргун)</td></tr><tr><th>Координаты WGS84</th><td>42&deg;&nbsp;41'&nbsp;14.77'' N<br />45&deg;&nbsp;&nbsp;&nbsp;3'&nbsp;12.04'' E</td></tr><tr><th>Номер</th><td>2377</td></tr></table><br /><b class=""westra_passes""><a href='https://westra.ru/passes/Passes/2377'>Посмотреть подробнее в Каталоге</a></b>","POINT Z (45.053343333333 42.687435 0)"
"пер. Гайдара","false","<table class=""westra_passes""><tr><th colspan='2'><h2><font color='#cc0000'>пер. Гайдара</font></h2></th></tr><tr><th>Категория сложности</th><td>2Б</td></tr><tr><th>Высота</th><td>3482</td></tr><tr><th>Характер склонов</th><td>лд-ос</td></tr><tr><th>Соединяет</th><td>р.Лайлачала (р.Ингури) - р.Ласкедура (р.Цхенисцкали)</td></tr><tr><th>Координаты WGS84</th><td>42&deg;&nbsp;54'&nbsp;30.81'' N<br />42&deg;&nbsp;34'&nbsp;34.27'' E</td></tr><tr><th>Описаний</th><td>1 техническое</td></tr><tr><th>Номер</th><td>3765</td></tr></table><br /><b class=""westra_passes""><a href='https://westra.ru/passes/Passes/3765'>Посмотреть подробнее в Каталоге</a></b>","POINT Z (42.57618611111101 42.908558333333 0)"
"пер. Галдор Зап.","false","<table class=""westra_passes""><tr><th colspan='2'><h2><font color='#cc0000'>пер. Галдор Зап.</font></h2></th></tr><tr><th>Категория сложности</th><td>2Б</td></tr><tr><th>Высота</th><td>3750</td></tr><tr><th>Характер склонов</th><td>сн-ск</td></tr><tr><th>Соединяет</th><td>ледн.Галдор (р.Хазныдон) - р.Галдоридон (р.Урух)</td></tr><tr><th>Координаты WGS84</th><td>42&deg;&nbsp;56'&nbsp;58.56'' N<br />43&deg;&nbsp;31'&nbsp;41.7'' E</td></tr><tr><th>Описаний</th><td>9, в т.ч. 9 технических, 5 с фото</td></tr><tr><th>Номер</th><td>3838</td></tr></table><br /><b class=""westra_passes""><a href='https://westra.ru/passes/Passes/3838'>Посмотреть подробнее в Каталоге</a></b>","POINT Z (43.52825 42.9496 0)"
"пер. Гарваш","false","<table class=""westra_passes""><tr><th colspan='2'><h2><font color='#cc0000'>пер. Гарваш</font></h2></th></tr><tr><th>Категория сложности</th><td>2Б</td></tr><tr><th>Высота</th><td>3710</td></tr><tr><th>Характер склонов</th><td>сн-лд</td></tr><tr><th>Соединяет</th><td>лед.Адырсу (р.Адырсу) - лед.Лекзыр. По сванскому пути к Лекзырскому Кресту</td></tr><tr><th>Координаты WGS84</th><td>43&deg;&nbsp;10'&nbsp;21.25'' N<br />42&deg;&nbsp;48'&nbsp;&nbsp;&nbsp;8.32'' E</td></tr><tr><th>Описаний</th><td>3, в т.ч. 3 технических, 2 с фото</td></tr><tr><th>Номер</th><td>317</td></tr></table><br /><b class=""westra_passes""><a href='https://westra.ru/passes/Passes/317'>Посмотреть подробнее в Каталоге</a></b>","POINT Z (42.80231 43.17257 0)"
"пер. Гаспаротто","false","<table class=""westra_passes""><tr><th colspan='2'><h2><font color='#cc0000'>пер. Гаспаротто</font></h2></th></tr><tr><th>Другие названия</th><td>Луиджи Гаспаротто</td></tr><tr><th>Категория сложности</th><td>2Б</td></tr><tr><th>Высота</th><td>3891</td></tr><tr><th>Характер склонов</th><td>сн-лд</td></tr><tr><th>Соединяет</th><td>ледн.Рцывашки Вост., р.Рцывашки - ледн.Ахсу, р.Ахсу (р.Карасу, р.Черек Балкарский)</td></tr><tr><th>Координаты WGS84</th><td>42&deg;&nbsp;59'&nbsp;16.44'' N<br />43&deg;&nbsp;24'&nbsp;11.4'' E</td></tr><tr><th>Описаний</th><td>10, в т.ч. 9 технических, 5 с фото</td></tr><tr><th>Номер</th><td>3839</td></tr></table><br /><b class=""westra_passes""><a href='https://westra.ru/passes/Passes/3839'>Посмотреть подробнее в Каталоге</a></b>","POINT Z (43.403166666667 42.9879 0)"
