name,visibility,description,WKT
"пер. Аманауз","false","<table class=""westra_passes""><tr><th colspan='2'><h2><font color='#cc0000'>пер. Аманауз</font></h2></th></tr><tr><th>Категория сложности</th><td>3А</td></tr><tr><th>Высота</th><td>3380</td></tr><tr><th>Характер склонов</th><td>лд-ск</td></tr><tr><th>Соединяет</th><td>ледн.Аманауз Зап., р.Аманауз - ледн.Аманауз Южн.</td></tr><tr><th>Координаты WGS84</th><td>43&deg;&nbsp;13'&nbsp;59.84'' N<br />41&deg;&nbsp;35'&nbsp;49.78'' E</td></tr><tr><th>Описаний</th><td>2, в т.ч. 1 техническое, 2 с фото</td></tr><tr><th>Номер</th><td>3486</td></tr></table><br /><b class=""westra_passes""><a href='https://westra.ru/passes/Passes/3486'>Посмотреть подробнее в Каталоге</a></b>","POINT Z (41.59716 43.23329 0)"
"пер. Асмаши","false","<table class=""westra_passes""><tr><th colspan='2'><h2><font color='#cc0000'>пер. Асмаши</font></h2></th></tr><tr><th>Категория сложности</th><td>3А</td></tr><tr><th>Высота</th><td>3700</td></tr><tr><th>Характер склонов</th><td>лд</td></tr><tr><th>Соединяет</th><td>лед.Мурквам (р.Местиачала) - лед.Асмаши (лед.Твибер)</td></tr><tr><th>Координаты WGS84</th><td>43&deg;&nbsp;&nbsp;&nbsp;7'&nbsp;13.12'' N<br />42&deg;&nbsp;48'&nbsp;43.59'' E</td></tr><tr><th>Описаний</th><td>4, в т.ч. 4 технических, 1 с фото</td></tr><tr><th>Номер</th><td>3701</td></tr></table><br /><b class=""westra_passes""><a href='https://westra.ru/passes/Passes/3701'>Посмотреть подробнее в Каталоге</a></b>","POINT Z (42.81210833333299 43.120311111111 0)"
"пер. Борчевского","false","<table class=""westra_passes""><tr><th colspan='2'><h2><font color='#cc0000'>пер. Борчевского</font></h2></th></tr><tr><th>Категория сложности</th><td>3А</td></tr><tr><th>Высота</th><td>0</td></tr><tr><th>Характер склонов</th><td></td></tr><tr><th>Соединяет</th><td>лед.В.Цахвоа (руч. Бешеный, р.Цахвоа) - руч. Пешеходный (р. Безымянка)</td></tr><tr><th>Координаты WGS84</th><td>43&deg;&nbsp;39'&nbsp;10.32'' N<br />40&deg;&nbsp;36'&nbsp;30.6'' E</td></tr><tr><th>Описаний</th><td>1 с фото</td></tr><tr><th>Номер</th><td>6423</td></tr></table><br /><b class=""westra_passes""><a href='https://westra.ru/passes/Passes/6423'>Посмотреть подробнее в Каталоге</a></b>","POINT Z (40.6085 43.6528666667 0)"
"пер. Буюк Каврун","false","<table class=""westra_passes""><tr><th colspan='2'><h2><font color='#cc0000'>пер. Буюк Каврун</font></h2></th></tr><tr><th>Категория сложности</th><td>3А</td></tr><tr><th>Высота</th><td>3548</td></tr><tr><th>Характер склонов</th><td></td></tr><tr><th>Соединяет</th><td>ущ. Давали – ущ. Каврун</td></tr><tr><th>Координаты WGS84</th><td>40&deg;&nbsp;49'&nbsp;23.71'' N<br />41&deg;&nbsp;&nbsp;&nbsp;8'&nbsp;&nbsp;&nbsp;7.98'' E</td></tr><tr><th>Описаний</th><td>1 техническое</td></tr><tr><th>Номер</th><td>13654</td></tr></table><br /><b class=""westra_passes""><a href='https://westra.ru/passes/Passes/13654'>Посмотреть подробнее в Каталоге</a></b>","POINT Z (41.13555 40.823253 0)"
"пер. ВВС","false","<table class=""westra_passes""><tr><th colspan='2'><h2><font color='#cc0000'>пер. ВВС</font></h2></th></tr><tr><th>Категория сложности</th><td>3А</td></tr><tr><th>Высота</th><td>3718</td></tr><tr><th>Характер склонов</th><td>ск-лд</td></tr><tr><th>Соединяет</th><td>р. Льядон - р. Бугультадон</td></tr><tr><th>Координаты WGS84</th><td>42&deg;&nbsp;42'&nbsp;43.36'' N<br />44&deg;&nbsp;&nbsp;&nbsp;7'&nbsp;57.71'' E</td></tr><tr><th>Описаний</th><td>3, в т.ч. 3 технических, 1 с фото</td></tr><tr><th>Номер</th><td>3949</td></tr></table><br /><b class=""westra_passes""><a href='https://westra.ru/passes/Passes/3949'>Посмотреть подробнее в Каталоге</a></b>","POINT Z (44.1326966322 42.7120432467 0)"
"пер. Гез","false","<table class=""westra_passes""><tr><th colspan='2'><h2><font color='#cc0000'>пер. Гез</font></h2></th></tr><tr><th>Категория сложности</th><td>3А</td></tr><tr><th>Высота</th><td>3676</td></tr><tr><th>Характер склонов</th><td></td></tr><tr><th>Соединяет</th><td>ущ. Настаф – ущ. Дюбе</td></tr><tr><th>Координаты WGS84</th><td>40&deg;&nbsp;50'&nbsp;34.65'' N<br />41&deg;&nbsp;10'&nbsp;20.54'' E</td></tr><tr><th>Описаний</th><td>1 техническое</td></tr><tr><th>Номер</th><td>13678</td></tr></table><br /><b class=""westra_passes""><a href='https://westra.ru/passes/Passes/13678'>Посмотреть подробнее в Каталоге</a></b>","POINT Z (41.172372222222 40.842958333333 0)"
"пер. Гельфгата Б.","false","<table class=""westra_passes""><tr><th colspan='2'><h2><font color='#cc0000'>пер. Гельфгата Б.</font></h2></th></tr><tr><th>Категория сложности</th><td>3А</td></tr><tr><th>Высота</th><td>4000</td></tr><tr><th>Характер склонов</th><td>ск-лд</td></tr><tr><th>Соединяет</th><td>Караугомское плато - лед. З. Караугом</td></tr><tr><th>Координаты WGS84</th><td>42&deg;&nbsp;47'&nbsp;25.3'' N<br />43&deg;&nbsp;42'&nbsp;26.28'' E</td></tr><tr><th>Описаний</th><td>9, в т.ч. 9 технических, 6 с фото</td></tr><tr><th>Номер</th><td>3886</td></tr></table><br /><b class=""westra_passes""><a href='https://westra.ru/passes/Passes/3886'>Посмотреть подробнее в Каталоге</a></b>","POINT Z (43.7073 42.79036 0)"
"пер. Двойной","false","<table class=""westra_passes""><tr><th colspan='2'><h2><font color='#cc0000'>пер. Двойной</font></h2></th></tr><tr><th>Категория сложности</th><td>3А</td></tr><tr><th>Высота</th><td>3950</td></tr><tr><th>Характер склонов</th><td>ск-сн-лд</td></tr><tr><th>Соединяет</th><td>лед.Бжедух -лед.Двойной или лед. Чалаат. Между в.Бжедух и п. Кавказ.</td></tr><tr><th>Координаты WGS84</th><td>43&deg;&nbsp;10'&nbsp;21.86'' N<br />42&deg;&nbsp;40'&nbsp;52.56'' E</td></tr><tr><th>Описаний</th><td>4, в т.ч. 3 технических, 3 с фото</td></tr><tr><th>Номер</th><td>3689</td></tr></table><br /><b class=""westra_passes""><a href='https://westra.ru/passes/Passes/3689'>Посмотреть подробнее в Каталоге</a></b>","POINT Z (42.681266666667 43.17274 0)"
"пер. Джайлык","false","<table class=""westra_passes""><tr><th colspan='2'><h2><font color='#cc0000'>пер. Джайлык</font></h2></th></tr><tr><th>Другие названия</th><td>Тютю-Джайлык</td></tr><tr><th>Категория сложности</th><td>3А</td></tr><tr><th>Высота</th><td>4100</td></tr><tr><th>Характер склонов</th><td>ск-лд-сн</td></tr><tr><th>Соединяет</th><td>лед.Тютю (р.Тютюсу) - лед.З.Джайлык (р.Юном-су). Между в.Тютюбаши и Джайлык</td></tr><tr><th>Координаты WGS84</th><td>43&deg;&nbsp;14'&nbsp;37.68'' N<br />42&deg;&nbsp;52'&nbsp;47.35'' E</td></tr><tr><th>Описаний</th><td>4, в т.ч. 2 технических, 2 с фото</td></tr><tr><th>Номер</th><td>31</td></tr></table><br /><b class=""westra_passes""><a href='https://westra.ru/passes/Passes/31'>Посмотреть подробнее в Каталоге</a></b>","POINT Z (42.879818888889 43.2438 0)"
"пер. Джапаридзе","false","<table class=""westra_passes""><tr><th colspan='2'><h2><font color='#cc0000'>пер. Джапаридзе</font></h2></th></tr><tr><th>Категория сложности</th><td>3А</td></tr><tr><th>Высота</th><td>3800</td></tr><tr><th>Характер склонов</th><td>сн-лд-ск</td></tr><tr><th>Соединяет</th><td>р.Харгабахк (р.Хуландойахк, р.Шароаргун) - лев.исток р.Дидоэлтоцкали (р.Андийское Койсу)</td></tr><tr><th>Координаты WGS84</th><td>42&deg;&nbsp;28'&nbsp;44.33'' N<br />45&deg;&nbsp;43'&nbsp;51.61'' E</td></tr><tr><th>Номер</th><td>2477</td></tr></table><br /><b class=""westra_passes""><a href='https://westra.ru/passes/Passes/2477'>Посмотреть подробнее в Каталоге</a></b>","POINT Z (45.731003333333 42.478981666667 0)"
"пер. Джимарай","false","<table class=""westra_passes""><tr><th colspan='2'><h2><font color='#cc0000'>пер. Джимарай</font></h2></th></tr><tr><th>Другие названия</th><td>Джимарайский</td></tr><tr><th>Категория сложности</th><td>3А</td></tr><tr><th>Высота</th><td>4346</td></tr><tr><th>Характер склонов</th><td>лд</td></tr><tr><th>Соединяет</th><td>лед.Мидаграбин - лед.Суатиси</td></tr><tr><th>Координаты WGS84</th><td>42&deg;&nbsp;42'&nbsp;37.57'' N<br />44&deg;&nbsp;24'&nbsp;41.45'' E</td></tr><tr><th>Описаний</th><td>4, в т.ч. 3 технических, 1 с фото</td></tr><tr><th>Номер</th><td>3982</td></tr></table><br /><b class=""westra_passes""><a href='https://westra.ru/passes/Passes/3982'>Посмотреть подробнее в Каталоге</a></b>","POINT Z (44.4115134153 42.7104364561 0)"
"пер. Джорашты","false","<table class=""westra_passes""><tr><th colspan='2'><h2><font color='#cc0000'>пер. Джорашты</font></h2></th></tr><tr><th>Категория сложности</th><td>3А*</td></tr><tr><th>Высота</th><td>4050</td></tr><tr><th>Характер склонов</th><td>ск</td></tr><tr><th>Соединяет</th><td>лед.Тютюргу (р.Гара-аузсу) - лед.Безенги</td></tr><tr><th>Координаты WGS84</th><td>43&deg;&nbsp;&nbsp;&nbsp;7'&nbsp;&nbsp;&nbsp;0.77'' N<br />43&deg;&nbsp;&nbsp;&nbsp;5'&nbsp;50.21'' E</td></tr><tr><th>Описаний</th><td>2 технических</td></tr><tr><th>Номер</th><td>343</td></tr></table><br /><b class=""westra_passes""><a href='https://westra.ru/passes/Passes/343'>Посмотреть подробнее в Каталоге</a></b>","POINT Z (43.09728 43.11688 0)"
"пер. Джугутурлючат","false","<table class=""westra_passes""><tr><th colspan='2'><h2><font color='#cc0000'>пер. Джугутурлючат</font></h2></th></tr><tr><th>Категория сложности</th><td>3А</td></tr><tr><th>Высота</th><td>3400</td></tr><tr><th>Характер склонов</th><td>лд-ск</td></tr><tr><th>Соединяет</th><td>ледн.Джугутурлючат Юго-Зап., р.Аманауз - ледн.Джугутурлючат Южн., р.Ацапш-Ацгара</td></tr><tr><th>Координаты WGS84</th><td>43&deg;&nbsp;13'&nbsp;57.83'' N<br />41&deg;&nbsp;39'&nbsp;&nbsp;&nbsp;1.8'' E</td></tr><tr><th>Описаний</th><td>4, в т.ч. 4 технических, 2 с фото</td></tr><tr><th>Номер</th><td>3489</td></tr></table><br /><b class=""westra_passes""><a href='https://westra.ru/passes/Passes/3489'>Посмотреть подробнее в Каталоге</a></b>","POINT Z (41.6505 43.23273 0)"
"пер. Добровольского","false","<table class=""westra_passes""><tr><th colspan='2'><h2><font color='#cc0000'>пер. Добровольского</font></h2></th></tr><tr><th>Категория сложности</th><td>3А*</td></tr><tr><th>Высота</th><td>4300</td></tr><tr><th>Характер склонов</th><td>лд-ск</td></tr><tr><th>Соединяет</th><td>ледн.Оиш (ледн.Цаннер), р.Цаннер (р.Мульхра) - пер.Катынское плато (Лиетува), ледн.Адиш (Лардаад), р.Адишчала (р.Ингури)</td></tr><tr><th>Координаты WGS84</th><td>43&deg;&nbsp;&nbsp;&nbsp;1'&nbsp;57.12'' N<br />43&deg;&nbsp;&nbsp;&nbsp;0'&nbsp;16.31'' E</td></tr><tr><th>Описаний</th><td>2 технических</td></tr><tr><th>Номер</th><td>3740</td></tr></table><br /><b class=""westra_passes""><a href='https://westra.ru/passes/Passes/3740'>Посмотреть подробнее в Каталоге</a></b>","POINT Z (43.00453055555599 43.032533333333 0)"
"пер. Доносский","false","<table class=""westra_passes""><tr><th colspan='2'><h2><font color='#cc0000'>пер. Доносский</font></h2></th></tr><tr><th>Категория сложности</th><td>3А</td></tr><tr><th>Высота</th><td>3768</td></tr><tr><th>Характер склонов</th><td>ск-сн-лд</td></tr><tr><th>Соединяет</th><td>ледн.Доносский (зап.ветвь), ПП р.Данейламхи (р.Шароаргун) - исток р.Чигосцкали (р.Пирикительская Алазани, р.Андийское Койсу)</td></tr><tr><th>Координаты WGS84</th><td>42&deg;&nbsp;30'&nbsp;19.91'' N<br />45&deg;&nbsp;40'&nbsp;25.42'' E</td></tr><tr><th>Описаний</th><td>1 техническое,  с фото</td></tr><tr><th>Номер</th><td>2470</td></tr></table><br /><b class=""westra_passes""><a href='https://westra.ru/passes/Passes/2470'>Посмотреть подробнее в Каталоге</a></b>","POINT Z (45.67372833333301 42.505531666667 0)"
"пер. Доппах","false","<table class=""westra_passes""><tr><th colspan='2'><h2><font color='#cc0000'>пер. Доппах</font></h2></th></tr><tr><th>Категория сложности</th><td>3А</td></tr><tr><th>Высота</th><td>3880</td></tr><tr><th>Характер склонов</th><td>сн-лд</td></tr><tr><th>Соединяет</th><td>Южн.ветвь ледн.Нахашбита, р.Псыгансу - ледн.Нахашбита Мал., р.Орсдон</td></tr><tr><th>Координаты WGS84</th><td>42&deg;&nbsp;57'&nbsp;43.34'' N<br />43&deg;&nbsp;29'&nbsp;11.87'' E</td></tr><tr><th>Описаний</th><td>8, в т.ч. 6 технических, 5 с фото</td></tr><tr><th>Номер</th><td>3844</td></tr></table><br /><b class=""westra_passes""><a href='https://westra.ru/passes/Passes/3844'>Посмотреть подробнее в Каталоге</a></b>","POINT Z (43.48663 42.96204 0)"
"пер. Жемчужина Приморья","false","<table class=""westra_passes""><tr><th colspan='2'><h2><font color='#cc0000'>пер. Жемчужина Приморья</font></h2></th></tr><tr><th>Категория сложности</th><td>3А</td></tr><tr><th>Высота</th><td>3800</td></tr><tr><th>Характер склонов</th><td>лд</td></tr><tr><th>Соединяет</th><td>лед.Кукутай З. (р.Баксан) - лед.Юсеньги(р.Юсеньги). Между в. Б. и М.Кугутай</td></tr><tr><th>Координаты WGS84</th><td>43&deg;&nbsp;12'&nbsp;38.63'' N<br />42&deg;&nbsp;32'&nbsp;24.11'' E</td></tr><tr><th>Описаний</th><td>2, в т.ч. 2 технических, 1 с фото</td></tr><tr><th>Номер</th><td>3674</td></tr></table><br /><b class=""westra_passes""><a href='https://westra.ru/passes/Passes/3674'>Посмотреть подробнее в Каталоге</a></b>","POINT Z (42.54003 43.21073 0)"
"пер. Зейгалан","false","<table class=""westra_passes""><tr><th colspan='2'><h2><font color='#cc0000'>пер. Зейгалан</font></h2></th></tr><tr><th>Категория сложности</th><td>3А*</td></tr><tr><th>Высота</th><td>4274</td></tr><tr><th>Характер склонов</th><td>ск-сн-лд</td></tr><tr><th>Соединяет</th><td>лед.Мидаграбин - лед.Зейгалан</td></tr><tr><th>Координаты WGS84</th><td>42&deg;&nbsp;44'&nbsp;18.72'' N<br />44&deg;&nbsp;23'&nbsp;43.09'' E</td></tr><tr><th>Описаний</th><td>3 технических</td></tr><tr><th>Номер</th><td>3985</td></tr></table><br /><b class=""westra_passes""><a href='https://westra.ru/passes/Passes/3985'>Посмотреть подробнее в Каталоге</a></b>","POINT Z (44.3953015325 42.7385326008 0)"
"пер. Игольчатый","false","<table class=""westra_passes""><tr><th colspan='2'><h2><font color='#cc0000'>пер. Игольчатый</font></h2></th></tr><tr><th>Категория сложности</th><td>3А</td></tr><tr><th>Высота</th><td>3450</td></tr><tr><th>Характер склонов</th><td>ск</td></tr><tr><th>Соединяет</th><td>р.Гондарай - р.Махар</td></tr><tr><th>Координаты WGS84</th><td>43&deg;&nbsp;15'&nbsp;34.16'' N<br />41&deg;&nbsp;58'&nbsp;&nbsp;&nbsp;6.46'' E</td></tr><tr><th>Номер</th><td>14761</td></tr></table><br /><b class=""westra_passes""><a href='https://westra.ru/passes/Passes/14761'>Посмотреть подробнее в Каталоге</a></b>","POINT Z (41.968461666667 43.259488333333 0)"
"пер. Камнеломка","false","<table class=""westra_passes""><tr><th colspan='2'><h2><font color='#cc0000'>пер. Камнеломка</font></h2></th></tr><tr><th>Другие названия</th><td>Фестивальный</td></tr><tr><th>Категория сложности</th><td>3А</td></tr><tr><th>Высота</th><td>3600</td></tr><tr><th>Характер склонов</th><td>ск-сн-лд</td></tr><tr><th>Соединяет</th><td>ледн.Махис (северо-вост.ветвь), р.Чурочочдоохи (р.Асса) - ледн. Берхи, р.Берхи (р.Гулойхи, р.Асса)</td></tr><tr><th>Координаты WGS84</th><td>42&deg;&nbsp;42'&nbsp;39.25'' N<br />45&deg;&nbsp;&nbsp;&nbsp;4'&nbsp;&nbsp;&nbsp;2.25'' E</td></tr><tr><th>Номер</th><td>2386</td></tr></table><br /><b class=""westra_passes""><a href='https://westra.ru/passes/Passes/2386'>Посмотреть подробнее в Каталоге</a></b>","POINT Z (45.06729166666701 42.710901666667 0)"
"пер. Карабин.ру","false","<table class=""westra_passes""><tr><th colspan='2'><h2><font color='#cc0000'>пер. Карабин.ру</font></h2></th></tr><tr><th>Другие названия</th><td>Carabin.ru</td></tr><tr><th>Категория сложности</th><td>3А</td></tr><tr><th>Высота</th><td>3656</td></tr><tr><th>Характер склонов</th><td>сн-лд</td></tr><tr><th>Соединяет</th><td>ледн. G043208E42962N лев.борта ледн.Айлама (ледн.Дыхсу (Дых-Котю-Бугой)), р.Дыхсу (р.Черек Балкарский) - ледн. G043203E42969N пр.борта ледн.Дыхсу (Дых-Котю-Бугой)), р.Дыхсу (р.Черек Балкарский)</td></tr><tr><th>Координаты WGS84</th><td>42&deg;&nbsp;57'&nbsp;52.32'' N<br />43&deg;&nbsp;12'&nbsp;13.42'' E</td></tr><tr><th>Описаний</th><td>2 технических,  с фото</td></tr><tr><th>Номер</th><td>9451</td></tr></table><br /><b class=""westra_passes""><a href='https://westra.ru/passes/Passes/9451'>Посмотреть подробнее в Каталоге</a></b>","POINT Z (43.2037277778 42.9645333333 0)"
"пер. Караугом-Гулар","false","<table class=""westra_passes""><tr><th colspan='2'><h2><font color='#cc0000'>пер. Караугом-Гулар</font></h2></th></tr><tr><th>Категория сложности</th><td>3А*</td></tr><tr><th>Высота</th><td>4000</td></tr><tr><th>Характер склонов</th><td>ск-лд</td></tr><tr><th>Соединяет</th><td>Караугомское плато - лед. Гулар (плечо В.Караугома)</td></tr><tr><th>Координаты WGS84</th><td>42&deg;&nbsp;47'&nbsp;53.99'' N<br />43&deg;&nbsp;46'&nbsp;21.97'' E</td></tr><tr><th>Описаний</th><td>3, в т.ч. 3 технических, 1 с фото</td></tr><tr><th>Номер</th><td>3887</td></tr></table><br /><b class=""westra_passes""><a href='https://westra.ru/passes/Passes/3887'>Посмотреть подробнее в Каталоге</a></b>","POINT Z (43.77277 42.79833 0)"
"пер. Караугом-Цей","false","<table class=""westra_passes""><tr><th colspan='2'><h2><font color='#cc0000'>пер. Караугом-Цей</font></h2></th></tr><tr><th>Другие названия</th><td>Цей-Караугом</td></tr><tr><th>Категория сложности</th><td>3А</td></tr><tr><th>Высота</th><td>4230</td></tr><tr><th>Характер склонов</th><td>сн-лд</td></tr><tr><th>Соединяет</th><td>Караугомское плато - ледн.Цей Сев. (ледн.Цей), р.Цейдон</td></tr><tr><th>Координаты WGS84</th><td>42&deg;&nbsp;45'&nbsp;31.5'' N<br />43&deg;&nbsp;46'&nbsp;52.07'' E</td></tr><tr><th>Описаний</th><td>7, в т.ч. 6 технических, 4 с фото</td></tr><tr><th>Номер</th><td>3882</td></tr></table><br /><b class=""westra_passes""><a href='https://westra.ru/passes/Passes/3882'>Посмотреть подробнее в Каталоге</a></b>","POINT Z (43.78113 42.75875 0)"
"пер. Караугомский ледопад","false","<table class=""westra_passes""><tr><th colspan='2'><h2><font color='#cc0000'>пер. Караугомский ледопад</font></h2></th></tr><tr><th>Категория сложности</th><td>3А*</td></tr><tr><th>Высота</th><td>3713</td></tr><tr><th>Характер склонов</th><td>лд</td></tr><tr><th>Соединяет</th><td>лед. Караугом - Караугомское плато</td></tr><tr><th>Координаты WGS84</th><td>42&deg;&nbsp;47'&nbsp;13.62'' N<br />43&deg;&nbsp;44'&nbsp;55.05'' E</td></tr><tr><th>Описаний</th><td>11, в т.ч. 10 технических, 6 с фото</td></tr><tr><th>Номер</th><td>3879</td></tr></table><br /><b class=""westra_passes""><a href='https://westra.ru/passes/Passes/3879'>Посмотреть подробнее в Каталоге</a></b>","POINT Z (43.748626 42.787116 0)"
